device_id,addidas,apple,bmw,employed,female,h_&_m,high_income,honda,job_seeking,low_income,male,mercedes-benz,middle_income,retired,student,tommy_helfinger
19119,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
19126,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
19145,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
19148,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
19162,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
19165,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
19167,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
19171,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
19181,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
19205,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
19206,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
19212,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1
19214,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
19218,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
19222,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0
19228,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
19229,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
19246,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
19248,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
19251,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
19252,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
19259,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
19260,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
19275,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
19295,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
19297,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
19301,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
19302,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
19310,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
19321,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
19325,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
19333,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
19385,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
19416,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
19422,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
19430,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
19432,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
19457,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
19465,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
19468,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0
19470,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
19479,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
19481,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
19492,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
19510,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
19516,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
19518,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
19521,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
19522,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
19561,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
19564,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
19567,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
19602,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
19606,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
19609,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
19610,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
19612,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
19615,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
19623,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
19626,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
19642,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
19671,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
19672,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
19715,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
19716,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
19719,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
19721,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
19738,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
19740,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0
19761,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
19768,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
19770,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
19775,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
19777,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
19779,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
19787,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
19789,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
19791,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
19796,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
19823,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
19824,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
19825,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
19826,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
19836,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
19843,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
19844,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
19864,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
19865,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
19887,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
19892,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
19942,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
19944,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0
19947,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
19949,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
19964,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
19970,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
19976,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
19981,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
19985,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
19997,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
20003,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
20030,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
20032,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
20070,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
20076,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
20080,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
20081,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
20082,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
20096,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
20098,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
20115,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
20124,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
20132,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
20141,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
20146,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
20150,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
20178,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
20185,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
20188,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
20189,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
20212,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0
20214,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
20216,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
20217,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
20227,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
20265,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
20274,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
20278,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
20280,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
20283,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
20285,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
20290,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0
20294,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
20297,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
20318,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
20322,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
20323,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
20326,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
20340,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
20342,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
20346,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
20353,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
20357,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
20362,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
20383,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
20386,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
20395,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
20397,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
20402,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
20406,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
20410,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
20420,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
20436,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
20437,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
20452,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0
20456,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
20459,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
20500,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
20501,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
20503,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
20521,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
20523,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
20548,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0
20554,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
20555,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
20563,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
20564,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
20566,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
20570,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
20578,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
20599,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
20603,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1
20614,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
20626,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
20632,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
20633,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
20637,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
20658,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
20667,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
20670,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0
20671,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
20674,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0
20691,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
20733,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
20735,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
20741,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
20761,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
20762,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
20764,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
20776,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
20779,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
20780,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
20793,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
20794,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
20796,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
20811,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
20812,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
20817,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
20818,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
20825,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
20840,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
20859,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
20860,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
20870,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
20886,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
20912,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
20918,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
20940,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
20942,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
20943,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
20962,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
20966,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
20981,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
20984,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
21000,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
21006,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0
21008,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
21032,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
21053,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
21056,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
21058,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
21060,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
21073,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
21078,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
21079,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
21080,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
21084,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
21096,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
21107,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
21116,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
21160,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
21162,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
21164,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
21169,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
21173,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
21174,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
21227,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
21251,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
21255,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
21263,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
21266,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
21270,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
21271,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
21272,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
21285,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
21288,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
21290,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
21316,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
21317,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
21320,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0
21332,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
21333,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
21341,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
21344,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
21356,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
21392,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
21409,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
21421,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
21424,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
21432,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
21433,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
21441,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
21444,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
21471,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
21474,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
21476,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
21480,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
21495,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
21513,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
21535,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
21545,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
21549,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
21552,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0
21554,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
21555,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
21556,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
21579,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
21589,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
21591,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
21595,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
21607,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
21618,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
21651,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
21661,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
21681,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
21685,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
21699,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
21738,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
21754,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
21755,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
21758,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
21760,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
21764,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
21788,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
21790,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
21791,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
21792,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
21799,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
21813,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
21844,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
21852,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0
21854,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
21886,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
21887,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
21888,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
21891,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
21894,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
21895,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
21900,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0
21904,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
21941,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
21943,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
21944,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
21949,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
21950,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
21951,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
21955,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
21958,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0
21978,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
21979,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
21980,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
21981,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
21988,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
22005,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
22015,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
22019,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
22021,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
22031,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
22035,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
22036,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
22040,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
22042,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
22045,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
22048,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
22049,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
22056,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
22057,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
22061,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
22089,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
22092,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
22099,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
22121,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
22142,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
22143,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
22144,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
22146,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
22147,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
22159,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
22174,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
22178,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
22182,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
22185,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
22187,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
22189,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
22193,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
22201,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
22205,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
22228,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
22232,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
22240,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
22242,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
22258,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
22261,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
22279,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
22282,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
22285,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
22286,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
22292,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
22301,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
22304,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
22354,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
22363,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
22374,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
22381,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
22391,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
22395,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
22397,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
22403,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
22408,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
22433,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
22434,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
22452,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
22453,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
22459,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
22463,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
22464,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
22466,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
22467,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1
22505,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
22507,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
22515,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
22522,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0
22523,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
22526,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0
22528,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
22535,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
22553,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
